ID,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Colour,Seats,No. of Doors,New_Price,Price
72MOQ7,Ford EcoSport,Bangalore,2014,84056,Petrol,Manual,First,18.88 kmpl,999 CC,123.24 bhp,Others,5,4,\N,6.75
CGA931,Toyota Innova,Hyderabad,2016,69000,Diesel,Automatic,First,11.36 kmpl,2755 CC,171.5 bhp,Others,7,4,26.56 Lakh,19.75
FZ7MPP,Honda Amaze,Coimbatore,2014,44753,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,White,5,4,\N,4.94
X2AGGV,Honda Accord,Chennai,2010,80000,Petrol,Manual,First,10.2 kmpl,2354 CC,180 bhp,White,5,4,\N,3.99
OI6AU3,Audi A4,Delhi,2012,60000,Diesel,Automatic,Second,15.2 kmpl,1968 CC,140.8 bhp,Others,5,4,\N,10.35
JQJJ38,Maruti Vitara,Mumbai,2016,55000,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,White,5,4,9.96 Lakh,7.5
I3NYTD,Volkswagen Vento,Mumbai,2014,45000,Petrol,Manual,First,15.04 kmpl,1598 CC,103.6 bhp,Others,5,4,\N,4.8
11POLI,Mercedes-Benz B,Coimbatore,2017,43812,Diesel,Automatic,First,15.0 kmpl,2143 CC,107.3 bhp,Others,5,4,\N,20.28
07JPO9,Audi Q5,Mumbai,2015,52000,Diesel,Automatic,First,14.16 kmpl,1968 CC,174.3 bhp,White,5,4,\N,25.49
234DJV,Volkswagen Polo,Bangalore,2015,46354,Petrol,Manual,Second,16.47 kmpl,1198 CC,74 bhp,Black/Silver,5,4,\N,5.49
TEHYWP,Hyundai i20,Coimbatore,2019,32251,Diesel,Manual,First,22.54 kmpl,1396 CC,88.73 bhp,White,5,4,\N,8.61
XX3TB0,Mahindra Scorpio,Hyderabad,2008,131000,Diesel,Manual,First,10.5 kmpl,2609 CC,120 bhp,Black/Silver,7,5,\N,3.6
VLM2U7,Maruti Swift,Hyderabad,2014,108000,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,White,5,4,\N,5.5
0OEW2V,Audi Q5,Coimbatore,2014,87652,Diesel,Automatic,Second,14.16 kmpl,1968 CC,174.3 bhp,Others,5,4,\N,25.71
6U7LMO,Chevrolet Cruze,Kochi,2016,67774,Diesel,Automatic,First,14.81 kmpl,1998 CC,163.7 bhp,Black/Silver,5,4,\N,8.95
C1ZCMY,BMW 3,Bangalore,2008,78000,Diesel,Automatic,Second,16.07 kmpl,1995 CC,181 bhp,Black/Silver,5,4,\N,7.2
5ZGUKG,Maruti Vitara,\N,2018,\N,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,White,5,4,11.12 Lakh,8.63
L3H7Z5,Honda Mobilio,Mumbai,2014,43081,Petrol,Manual,First,17.3 kmpl,1497 CC,117.3 bhp,Others,7,5,\N,5.25
D6W8NQ,Honda Civic,Mumbai,2010,86000,Petrol,Manual,First,14.8 kmpl,1799 CC,130.2 bhp,Others,5,4,\N,2.9
R7D0DC,Maruti Alto,Kochi,2017,27718,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,Black/Silver,5,4,\N,3.28
FZ4OUO,Toyota Fortuner,Delhi,2011,86000,Diesel,Manual,First,11.5 kmpl,2982 CC,171 bhp,Black/Silver,7,5,\N,11.5
UZE6C6,Honda Amaze,Kolkata,2013,40000,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,White,5,4,\N,2.9
M8S73U,BMW 3,Coimbatore,2009,103905,Diesel,Automatic,First,22.69 kmpl,1995 CC,190 bhp,Others,5,4,43.31 Lakh,9.92
QQRAPS,Mahindra Xylo,Hyderabad,2015,169000,Diesel,Manual,First,14.95 kmpl,2489 CC,93.7 bhp,White,7,5,11.69 Lakh,5.0
CZLGOV,Ford Ikon,Bangalore,2009,75000,Diesel,Manual,First,13.8 kmpl,1399 CC,68 bhp,White,5,4,\N,1.99
5BDGHX,Tata Zest,Mumbai,2016,43706,Petrol,Manual,First,17.57 kmpl,1193 CC,88.7 bhp,White,5,4,7.63 Lakh,4.0
E56TXS,Chevrolet Optra,Pune,2008,83000,Diesel,Manual,Second,16.52 kmpl,1991 CC,123.7 bhp,Black/Silver,5,4,\N,2.6
1NJWX1,Renault KWID,Mumbai,2018,1617,Petrol,Manual,First,25.17 kmpl,799 CC,53.3 bhp,Others,5,4,4.78 Lakh,4.29
KWIZA9,Ford Ikon,Coimbatore,2008,59833,Petrol,Manual,Fourth & Above,13.8 kmpl,1299 CC,70 bhp,Black/Silver,5,4,\N,1.97
Q6NNEJ,Hyundai Xcent,Kolkata,2016,146000,Petrol,Manual,Second,19.1 kmpl,1197 CC,82 bhp,Others,5,4,\N,3.5
EGSWB0,Nissan Terrano,Hyderabad,2014,59962,Diesel,Manual,First,20.45 kmpl,1461 CC,83.8 bhp,Black/Silver,5,4,\N,6.9
70QIFQ,Toyota Innova,Pune,2015,100000,Diesel,Manual,Second,12.99 kmpl,2494 CC,100.6 bhp,Black/Silver,7,4,\N,10.25
LGSIJ2,Maruti Alto,Pune,2014,17000,Petrol,Manual,First,24.07 kmpl,998 CC,67.1 bhp,Others,5,4,4.48 Lakh,2.1
7FJ306,Maruti SX4,Kochi,2015,61000,CNG,Manual,First,22.1 km/kg,1586 CC,85.7 bhp,Black/Silver,5,4,\N,3.89
UJ6RF5,Toyota Corolla,Pune,2010,31000,Petrol,Manual,First,12.5 kmpl,1794 CC,132 bhp,Black/Silver,5,4,\N,5.0
2CI3V8,Maruti Zen,Hyderabad,2005,84060,Petrol,Manual,Second,17.3 kmpl,993 CC,60 bhp,Black/Silver,5,4,\N,1.25
1BJ4YV,Toyota Corolla,Kochi,2018,28321,Petrol,Automatic,First,14.28 kmpl,1798 CC,138.03 bhp,Others,5,4,23.25 Lakh,17.49
RSCUBX,Maruti Swift,Delhi,2015,40000,Diesel,Manual,Second,26.59 kmpl,1248 CC,74 bhp,Others,5,4,\N,4.5
LEVF64,Hyundai Grand,Coimbatore,2017,22526,Petrol,Automatic,First,18.9 kmpl,1197 CC,82 bhp,White,5,4,\N,7.6
XBKEW1,BMW 5,Mumbai,2012,61240,Diesel,Automatic,First,22.48 kmpl,1995 CC,190 bhp,Others,5,4,70.43 Lakh,17.5
LS89DD,Honda Brio,Pune,2012,79000,Petrol,Manual,First,18.4 kmpl,1198 CC,86.8 bhp,Others,5,4,\N,2.9
3GOGQI,Hyundai Creta,Kochi,2019,8587,Petrol,Manual,First,15.29 kmpl,1591 CC,121.3 bhp,White,5,4,\N,13.56
V4RW3P,Honda Amaze,Hyderabad,2015,29000,Diesel,Manual,First,27.4 kmpl,1498 CC,98.6 bhp,Others,5,4,9.09 Lakh,5.99
6CYXEA,Hyundai i10,Jaipur,2010,59000,Petrol,Manual,Second,19.81 kmpl,1086 CC,68.05 bhp,Others,5,4,\N,2.32
ES86FU,Honda City,Ahmedabad,2018,14000,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,Black/Silver,5,4,\N,11.25
LPD9IF,Datsun redi-GO,Kolkata,2016,15000,Petrol,Manual,First,22.7 kmpl,799 CC,53.64 bhp,Others,5,4,3.98 Lakh,2.25
KE0PYU,BMW 3,Kolkata,2010,51000,Diesel,Automatic,First,16.07 kmpl,1995 CC,181 bhp,Others,5,4,\N,7.75
6GPO3W,Honda City,Ahmedabad,2017,37000,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,White,5,4,\N,11.0
6CS6AC,Toyota Innova,Bangalore,2016,108000,Diesel,Automatic,First,11.36 kmpl,2755 CC,171.5 bhp,White,7,4,28.05 Lakh,20.5
9ECYQ2,Honda Jazz,Mumbai,2018,3000,Petrol,Automatic,First,19.0 kmpl,1199 CC,88.7 bhp,Others,5,4,10.81 Lakh,8.25
3P0MBX,Hyundai Grand,Ahmedabad,2016,30000,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,Others,5,4,\N,5.5
IDJJCT,Toyota Fortuner,Bangalore,2013,100000,Diesel,Manual,Second,11.5 kmpl,2982 CC,171 bhp,Others,7,5,\N,17.75
EWK6NX,Ford Figo,Delhi,2013,54000,Diesel,Manual,First,20.0 kmpl,1399 CC,68.05 bhp,Others,5,4,\N,2.55
EZ9XIF,Maruti Swift,Delhi,2015,24296,Petrol,Manual,First,20.85 kmpl,1197 CC,83.14 bhp,White,5,4,\N,4.65
9ZSW7F,Ford Ikon,Chennai,2007,40000,Petrol,Manual,Third,13.8 kmpl,1299 CC,70 bhp,Black/Silver,5,4,\N,1.1
QDI8GX,Audi A4,Hyderabad,2013,52000,Diesel,Automatic,First,16.55 kmpl,1968 CC,147.51 bhp,White,5,4,\N,19.5
FT1HF7,Hyundai i20,Kochi,2017,51612,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,Black/Silver,5,4,\N,7.11
53ORMX,Maruti Ritz,Hyderabad,2015,75000,Diesel,Manual,First,23.2 kmpl,1248 CC,73.94 bhp,White,5,4,\N,4.9
LJCWZ3,Volkswagen Passat,Kolkata,2012,72000,Diesel,Automatic,First,18.33 kmpl,1968 CC,167.7 bhp,Others,5,4,\N,6.0
V388NN,Mahindra XUV500,Jaipur,2012,110000,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,Black/Silver,7,5,\N,7.2
ERG1WB,Maruti Wagon,Pune,2012,82000,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,Black/Silver,5,4,\N,2.3
HUCDEM,Maruti Alto,Hyderabad,2004,81500,Petrol,Manual,Second,19.7 kmpl,796 CC,46.3 bhp,White,5,4,\N,1.3
OYKK8N,Maruti Swift,Chennai,2012,63000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,White,5,4,\N,4.5
9ROL2W,Honda Amaze,Kochi,2016,58950,Diesel,Manual,First,25.8 kmpl,1498 CC,\N,Others,5,4,\N,5.4
N3LDEA,Hyundai Grand,Pune,2016,13436,Petrol,Manual,Second,18.9 kmpl,1197 CC,82 bhp,Others,5,4,\N,4.7
W0TU57,Chevrolet Aveo,Pune,2007,81000,Petrol,Manual,First,15.26 kmpl,1150 CC,74.9 bhp,White,5,4,\N,1.3
H2XBVS,Ford Endeavour,Pune,2009,180000,Diesel,Manual,First,10.9 kmpl,2499 CC,143 bhp,Others,7,5,\N,7.5
BMCZNI,Maruti Ciaz,Jaipur,2016,84085,Diesel,Manual,First,26.21 kmpl,1248 CC,88.5 bhp,Others,5,4,\N,6.9
AN6L6Q,Toyota Innova,Mumbai,2015,45000,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,Black/Silver,7,4,\N,13.25
YXPRJK,Mercedes-Benz C-Class,Mumbai,2018,8682,Diesel,Automatic,First,0.0 kmpl,1950 CC,194 bhp,White,5,4,52.26 Lakh,39.5
JOTGC0,Maruti Celerio,Chennai,2015,57818,Petrol,Manual,First,23.1 kmpl,998 CC,67.04 bhp,Others,5,4,\N,4.3
QXE3FG,Nissan Terrano,Hyderabad,2013,65280,Diesel,Manual,First,19.87 kmpl,1461 CC,83.14 bhp,Others,5,4,14.72 Lakh,5.8
LGQZZ7,Land Rover Range,Hyderabad,2016,52000,Diesel,Automatic,First,15.68 kmpl,1999 CC,177 bhp,White,5,4,74.49 Lakh,42.0
O2YXWV,Toyota Innova,Coimbatore,2015,121374,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,White,7,4,\N,14.3
HKU48P,Hyundai i10,Ahmedabad,2012,37229,Petrol,Automatic,First,16.95 kmpl,1197 CC,78.9 bhp,White,5,4,\N,3.41
3BBFY4,Hyundai Grand,Coimbatore,2017,19168,Petrol,Automatic,First,18.9 kmpl,1197 CC,82 bhp,Others,5,4,\N,6.93
UVCVMK,Nissan Sunny,Pune,2013,125600,Diesel,Manual,First,21.64 kmpl,1461 CC,84.8 bhp,Black/Silver,5,4,\N,3.75
7UPVM6,Chevrolet Beat,Chennai,2012,81000,Diesel,Manual,First,25.44 kmpl,936 CC,56.3 bhp,White,5,4,\N,2.5
RPUCMI,Mahindra XUV500,Hyderabad,2013,49000,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,Others,7,5,\N,9.0
OD0YLT,Mahindra XUV500,Bangalore,2015,34000,Diesel,Automatic,First,16.0 kmpl,2179 CC,140 bhp,Black/Silver,7,5,\N,13.0
71QP66,Ford Ecosport,Kolkata,2013,36000,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,Black/Silver,5,4,\N,4.9
ICSAZZ,Maruti Swift,Pune,2010,109200,Petrol,Manual,Second,17.5 kmpl,1298 CC,85.8 bhp,Black/Silver,5,4,\N,2.2
5VYMJ9,Honda City,Kolkata,2014,37000,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,White,5,4,\N,6.45
WI9UVB,Mitsubishi Lancer,Chennai,2001,104000,Petrol,Manual,Third,13.7 kmpl,1468 CC,85.8 bhp,White,5,4,\N,1.0
A8L8Q4,Tata Zest,Delhi,2017,47000,Petrol,Manual,Second,17.57 kmpl,1193 CC,88.7 bhp,Black/Silver,5,4,6.62 Lakh,4.5
TSI2VY,Volkswagen Ameo,Kochi,2018,46007,Petrol,Manual,First,17.0 kmpl,1198 CC,73.75 bhp,White,5,4,\N,5.71
0HWAU2,Maruti Alto,Chennai,2006,68000,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,White,5,4,\N,1.5
86XB17,Hyundai i10,Kochi,2017,52340,Petrol,Manual,First,19.81 kmpl,\N,68.05 bhp,White,5,4,\N,4.04
A6X4H6,Hyundai Verna,Jaipur,2014,97000,Diesel,Automatic,First,22.32 kmpl,1582 CC,126.32 bhp,Others,5,4,\N,8.0
M221UG,Hyundai i20,Hyderabad,2015,72495,Diesel,Manual,First,21.9 kmpl,1396 CC,88.76 bhp,Others,5,4,\N,7.0
SYT5NB,Hyundai Creta,Delhi,2016,69000,Petrol,Manual,First,15.8 kmpl,1591 CC,121.3 bhp,Others,5,4,14.23 Lakh,9.7
CSOP67,Tata Tiago,Coimbatore,2018,9565,Petrol,Manual,First,23.84 kmpl,1199 CC,84 bhp,White,5,4,6.59 Lakh,5.88
9MAKQO,Chevrolet Aveo,Pune,2006,78000,Petrol,Manual,Third,14.49 kmpl,1399 CC,92.7 bhp,Others,5,4,\N,1.2
A917D9,Maruti Alto,Chennai,2008,68000,Petrol,Manual,Third,19.7 kmpl,796 CC,46.3 bhp,Others,5,4,\N,1.2
9RPH2B,Volkswagen Polo,Coimbatore,2014,72465,Petrol,Manual,First,16.47 kmpl,1198 CC,74 bhp,White,5,4,\N,5.9
NEI7ND,Toyota Innova,Pune,2011,68000,Diesel,Manual,Second,12.8 kmpl,2494 CC,102 bhp,Black/Silver,7,4,\N,7.0
GIJ8D7,Hyundai Grand,Delhi,2014,31200,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,Others,5,4,\N,3.9
5SN67A,Toyota Innova,Kolkata,2011,78088,Petrol,Manual,First,12.4 kmpl,1998 CC,132 bhp,Black/Silver,8,5,\N,6.3
8WC8BK,Mercedes-Benz E-Class,Mumbai,2013,45200,Diesel,Automatic,First,10.0 kmpl,2148 CC,170 bhp,Others,5,4,\N,23.0
J7EAPB,Volkswagen Polo,Delhi,2013,64000,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,White,5,4,\N,2.9
9IF3RA,Maruti S,Bangalore,2015,55392,Diesel,Manual,Second,23.65 kmpl,1248 CC,\N,Others,5,4,\N,8.25
W28L87,Maruti Baleno,Hyderabad,2017,24000,Diesel,Manual,First,27.39 kmpl,1248 CC,74 bhp,Black/Silver,5,4,10.63 Lakh,8.4
WSL6PN,Hyundai Santro,Chennai,2006,58000,Petrol,Manual,Second,0.0 kmpl,1086 CC,null bhp,Others,5,4,\N,1.5
IO2MWL,Ford Ecosport,Hyderabad,2014,45800,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,Black/Silver,5,4,\N,7.5
98TGZ7,Skoda Laura,Coimbatore,2014,85071,Diesel,Automatic,First,20.0 kmpl,1968 CC,138.1 bhp,Black/Silver,5,4,\N,9.75
K0XS6S,Volkswagen Polo,Bangalore,2014,62000,Petrol,Manual,First,16.47 kmpl,1198 CC,74 bhp,Others,5,4,\N,5.35
ONMJGO,Hyundai Xcent,Kolkata,2016,32000,Petrol,Manual,First,19.1 kmpl,1197 CC,82 bhp,Others,5,4,\N,3.6
81THUQ,Nissan Micra,Kolkata,2011,44000,Petrol,Automatic,First,19.15 kmpl,1198 CC,75.94 bhp,Black/Silver,5,4,8.73 Lakh,2.65
ALSQQN,Hyundai i20,Ahmedabad,2016,74000,Diesel,Manual,First,21.9 kmpl,1396 CC,88.76 bhp,Black/Silver,5,4,\N,6.5
Y2K181,Maruti Ertiga,Mumbai,2018,14000,Diesel,Manual,First,25.47 kmpl,1248 CC,88.50 bhp,White,7,5,11.66 Lakh,9.25
LKCJ54,Maruti Swift,Jaipur,2014,105000,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,Others,5,4,\N,3.85
A7Z7JQ,Hyundai Elantra,Kolkata,2014,45000,Diesel,Manual,First,22.7 kmpl,1582 CC,126.24 bhp,White,5,4,\N,7.0
TS86CL,Maruti Wagon,Kolkata,2016,16956,Petrol,Manual,First,22.5 kmpl,998 CC,67.04 bhp,White,5,4,5.29 Lakh,3.6
KQ7QHR,BMW X1,Delhi,2011,72000,Diesel,Automatic,First,17.05 kmpl,1995 CC,184 bhp,Others,5,4,\N,11.0
PIDMP1,Hyundai Grand,Jaipur,2017,23000,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,White,5,4,\N,4.5
YO1OUJ,Honda CR-V,Jaipur,2014,112827,Petrol,Automatic,First,13.1 kmpl,1997 CC,141.1 bhp,Others,5,4,\N,10.5
WGEMRA,Honda Amaze,Kochi,2016,46983,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,Others,5,4,\N,5.77
0EL8DF,Maruti Wagon,Kolkata,2014,40000,Petrol,Manual,First,20.51 kmpl,998 CC,67.04 bhp,Others,5,4,\N,2.49
RVEC7Z,Hyundai EON,Hyderabad,2013,20000,Petrol,Manual,Second,21.1 kmpl,814 CC,55.2 bhp,White,5,4,\N,2.3
O42N4M,Ford Figo,Mumbai,2014,54000,Diesel,Manual,First,20.0 kmpl,1399 CC,68.05 bhp,White,5,4,\N,3.25
9E82OO,Hyundai i10,Hyderabad,2010,74000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,Others,5,4,\N,3.1
L6GPQI,Hyundai Accent,Pune,2005,5834,Petrol,Manual,First,13.2 kmpl,1495 CC,94 bhp,Black/Silver,5,4,\N,0.8
ZATOGO,Volkswagen Polo,Delhi,2013,69000,Petrol,Automatic,First,17.21 kmpl,1197 CC,103.6 bhp,Black/Silver,5,4,\N,4.5
4UXC95,Skoda Superb,Kochi,2019,13747,Petrol,Automatic,First,14.67 kmpl,1798 CC,177.46 bhp,Others,5,4,36.15 Lakh,27.3
YMKLKM,Mahindra Bolero,Jaipur,2016,65000,Diesel,Manual,First,15.96 kmpl,2523 CC,62.1 bhp,White,7,5,11.15 Lakh,7.21
30VZ2J,Land Rover Range,Delhi,2017,44000,Diesel,Automatic,First,12.7 kmpl,2179 CC,187.7 bhp,Others,5,4,\N,44.0
V53868,Mahindra Scorpio,Jaipur,2010,105000,Diesel,Manual,Second,12.05 kmpl,2179 CC,120 bhp,White,8,5,\N,5.21
RDN3E4,Hyundai i10,Kochi,2012,45178,Petrol,Automatic,First,16.95 kmpl,1197 CC,78.9 bhp,Others,5,4,\N,3.48
FIOFWS,Volkswagen Jetta,Chennai,2015,48000,Diesel,Automatic,First,16.96 kmpl,1968 CC,138.03 bhp,White,5,4,\N,13.5
O97CME,Audi A4,Chennai,2016,11000,Diesel,Automatic,First,17.11 kmpl,1968 CC,174.33 bhp,Black/Silver,5,4,\N,28.0
9E7LEG,Maruti Wagon,Delhi,2009,60000,Petrol,Manual,First,18.9 kmpl,1061 CC,67 bhp,Others,5,4,\N,1.35
7KHZG5,Honda City,Coimbatore,2012,42750,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,Black/Silver,5,4,\N,6.33
EQXZ92,Mercedes-Benz New,Hyderabad,2017,10000,Diesel,Automatic,First,19.27 kmpl,2143 CC,167.62 bhp,Black/Silver,5,4,\N,36.0
6NRCIU,Maruti Swift,Mumbai,2015,130000,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,White,5,4,\N,3.25
88E8AV,Maruti Esteem,Ahmedabad,2005,81000,Petrol,Manual,Second,15.9 kmpl,1298 CC,85 bhp,Black/Silver,5,4,\N,0.75
C6Q5WN,Mercedes-Benz M-Class,Coimbatore,2016,27833,Diesel,Automatic,First,0.0 kmpl,2987 CC,165 bhp,Others,5,4,\N,49.24
DEDAK6,Maruti Celerio,Hyderabad,2014,33450,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,Others,5,4,\N,4.4
CR9242,Maruti Ertiga,Pune,2013,43486,Diesel,Manual,First,20.77 kmpl,1248 CC,88.76 bhp,Others,7,5,\N,6.6
U9QEBA,Maruti A-Star,Jaipur,2009,65000,Petrol,Manual,Second,19.0 kmpl,998 CC,66.1 bhp,White,5,4,\N,2.05
LWTYCE,Mercedes-Benz M-Class,\N,2013,\N,Diesel,Automatic,First,11.74 kmpl,2987 CC,254.8 bhp,Others,5,4,\N,28.0
EVBGQU,Hyundai Grand,Kolkata,2017,14000,Diesel,Manual,First,24.0 kmpl,1186 CC,73.97 bhp,Black/Silver,5,4,7.46 Lakh,4.9
JQPZOL,Hyundai Verna,Chennai,2008,120000,Diesel,Manual,Second,18.1 kmpl,1493 CC,110 bhp,Others,5,4,\N,2.0
EEVF32,Hyundai Grand,Jaipur,2016,46522,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,Black/Silver,5,4,\N,4.5
R6KJ2P,Maruti Baleno,Delhi,2017,44000,Petrol,Automatic,First,21.4 kmpl,1197 CC,83.1 bhp,White,5,4,\N,6.2
NSX6LA,Volkswagen Polo,Jaipur,2015,63000,Diesel,Manual,First,20.14 kmpl,1498 CC,88.8 bhp,Black/Silver,5,4,\N,5.11
PHXDLD,BMW 3,Mumbai,2016,38000,Diesel,Automatic,First,22.69 kmpl,1995 CC,190 bhp,Black/Silver,5,4,\N,23.99
JZF71M,Mercedes-Benz B,Kochi,2014,42070,Petrol,Automatic,First,14.8 kmpl,1595 CC,120.7 bhp,Others,5,4,\N,11.57
X7945Y,Mahindra XUV500,Chennai,2011,128000,Diesel,Manual,Third,16.0 kmpl,2179 CC,140 bhp,White,7,5,\N,6.4
P7Q6GC,Hyundai Santro,Hyderabad,2005,87591,Petrol,Manual,First,0.0 kmpl,1086 CC,null bhp,White,5,4,\N,1.3
ALO8N4,Honda City,Kolkata,2014,37298,Diesel,Manual,First,25.1 kmpl,1498 CC,98.6 bhp,Black/Silver,5,4,\N,4.9
68QCJQ,Skoda Rapid,Mumbai,2017,13412,Petrol,Automatic,First,14.3 kmpl,1598 CC,103.52 bhp,Others,5,4,\N,9.19
VNV2XC,Ford EcoSport,Kochi,2018,37160,Diesel,Manual,First,22.77 kmpl,1498 CC,98.59 bhp,Others,5,4,\N,9.46
BEPCBI,Maruti Ertiga,Mumbai,2012,52500,Petrol,Manual,Second,16.02 kmpl,1373 CC,93.7 bhp,Black/Silver,7,5,\N,5.25
FLXFFT,Hyundai i10,Chennai,2012,49000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,White,5,4,\N,3.0
R0E7H3,Maruti Eeco,Coimbatore,2012,56661,Petrol,Manual,First,15.1 kmpl,1196 CC,73 bhp,Others,7,5,4.98 Lakh,3.61
JIAQM4,Toyota Fortuner,Delhi,2015,70000,Diesel,Automatic,First,11.5 kmpl,2982 CC,169 bhp,Others,7,5,\N,19.48
Y8RBVK,Tata Manza,Coimbatore,2014,54448,Diesel,Manual,First,21.02 kmpl,1248 CC,88.8 bhp,White,5,4,\N,3.7
QLB4NI,Volkswagen Polo,Chennai,2017,26969,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,Others,5,4,\N,6.9
WYUAY0,Renault KWID,Hyderabad,2016,73000,Petrol,Manual,First,25.17 kmpl,799 CC,53.3 bhp,Others,5,4,\N,3.2
N88W2U,Hyundai i10,Delhi,2011,62000,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,Black/Silver,5,4,\N,2.1
YUBRGG,BMW 3,Kolkata,2011,70000,Diesel,Automatic,First,22.69 kmpl,1995 CC,190 bhp,Others,5,4,43.81 Lakh,10.3
EN94ZG,Maruti Wagon,Coimbatore,2015,43053,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,Others,5,4,\N,4.65
163BDW,Maruti Swift,Delhi,2013,65650,Diesel,Manual,First,28.4 kmpl,1248 CC,74 bhp,Others,5,4,\N,3.85
SKUUBT,Maruti Ciaz,Coimbatore,2016,60913,Petrol,Manual,First,20.73 kmpl,1373 CC,91.1 bhp,Others,5,4,\N,7.19
Y8BZ0P,Maruti Wagon,Pune,2010,91000,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,White,5,4,\N,2.3
OMMVKB,Honda Brio,Mumbai,2017,20000,Petrol,Automatic,First,16.5 kmpl,1198 CC,86.8 bhp,White,5,4,8.05 Lakh,5.99
KMKSWN,Renault KWID,Kochi,2017,32587,Petrol,Manual,First,25.17 kmpl,799 CC,53.3 bhp,Others,5,4,\N,3.71
BF0EVN,Maruti Alto,Mumbai,2017,12000,Petrol,Manual,First,24.07 kmpl,998 CC,67.1 bhp,Black/Silver,5,4,4.82 Lakh,3.25
9QPEZJ,Mitsubishi Pajero,Kochi,2013,48272,Diesel,Manual,First,10.5 kmpl,2835 CC,116.9 bhp,Others,6,5,\N,11.82
8TCWWL,Tata Zest,Chennai,2015,40000,Petrol,Manual,First,17.57 kmpl,1193 CC,88.7 bhp,Others,5,4,7.69 Lakh,4.0
C0CC1E,Mahindra Scorpio,Delhi,2010,72000,Diesel,Manual,First,12.05 kmpl,2179 CC,120 bhp,Black/Silver,8,5,\N,4.4
5XXLQL,Land Rover Discovery,Mumbai,2017,40000,Diesel,Automatic,First,12.81 kmpl,1999 CC,148.31 bhp,Black/Silver,7,5,66.39 Lakh,41.5
ROXB5A,BMW 3,Chennai,2009,137000,Diesel,Automatic,Second,13.2 kmpl,1995 CC,170 bhp,Others,5,4,\N,9.0
I1FDLE,Hyundai Xcent,Jaipur,2014,12500,Petrol,Manual,First,19.1 kmpl,1197 CC,82 bhp,White,5,4,\N,4.15
9K1WE9,BMW X1,Chennai,2012,85000,Diesel,Automatic,Third,17.05 kmpl,1995 CC,184 bhp,Black/Silver,5,4,\N,10.0
Y89DQM,Toyota Innova,Hyderabad,2015,147848,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,Black/Silver,8,5,\N,13.2
ZU72GQ,Honda CR-V,Mumbai,2008,75000,Petrol,Manual,Second,11.1 kmpl,2354 CC,158.8 bhp,Others,5,4,\N,3.9
AG80WA,Maruti Baleno,Delhi,2016,17000,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,White,5,4,\N,6.9
VZW1V2,Mercedes-Benz New,Kochi,2015,77771,Diesel,Automatic,First,19.27 kmpl,2143 CC,170 bhp,Others,5,4,\N,18.64
STTBHX,Ford Figo,Coimbatore,2015,92885,Diesel,Manual,First,20.0 kmpl,1399 CC,68 bhp,Others,5,4,\N,3.56
4S2EYP,BMW 3,Kochi,2014,32982,Diesel,Automatic,First,22.69 kmpl,1995 CC,\N,Others,5,4,47.87 Lakh,18.55
